"","gene","screen_position","CCD_model_p_adj","chrom_feature","CCD_synergy_score","CCD_estim_diff","global_diff","global_p_adj","DR_effect_type"
"29","ABRAXAS1","P1_A2",0.0553994483504301,"EZH2",0,0,0.0876080539931465,0.000177119047619048,"global"
"30","ABRAXAS1","P1_A2",0.0553994483504301,"H2AFZ",0,0,0.0876080539931465,0.000177119047619048,"global"
"31","ABRAXAS1","P1_A2",0.0553994483504301,"H3K27ac",0.00789111615191361,0.0314785175581527,0.0876080539931465,0.000177119047619048,"global"
"32","ABRAXAS1","P1_A2",0.0553994483504301,"H3K27me3",0.0107338609551884,0.0553135159297795,0.0876080539931465,0.000177119047619048,"global"
"33","ABRAXAS1","P1_A2",0.0553994483504301,"H3K36me3",0.0190393129632598,0.0822679855760312,0.0876080539931465,0.000177119047619048,"global"
"34","ABRAXAS1","P1_A2",0.0553994483504301,"H3K4me1",0.0278779964118398,0.102069221311945,0.0876080539931465,0.000177119047619048,"global"
"35","ABRAXAS1","P1_A2",0.0553994483504301,"H3K4me2",0.00201468310843704,0.00705410066217073,0.0876080539931465,0.000177119047619048,"global"
"36","ABRAXAS1","P1_A2",0.0553994483504301,"H3K4me3",0,0,0.0876080539931465,0.000177119047619048,"global"
"37","ABRAXAS1","P1_A2",0.0553994483504301,"H3K79me2",0,0,0.0876080539931465,0.000177119047619048,"global"
"38","ABRAXAS1","P1_A2",0.0553994483504301,"H3K9me2",0,0,0.0876080539931465,0.000177119047619048,"global"
"39","ABRAXAS1","P1_A2",0.0553994483504301,"H3K9me3",0,0,0.0876080539931465,0.000177119047619048,"global"
"40","ABRAXAS1","P1_A2",0.0553994483504301,"H4K5acK8ac",0,0,0.0876080539931465,0.000177119047619048,"global"
"41","ABRAXAS1","P1_A2",0.0553994483504301,"HDAC1",0.0367825488664004,0.209646939031179,0.0876080539931465,0.000177119047619048,"global"
"42","ABRAXAS1","P1_A2",0.0553994483504301,"HDAC2",0.0209959083232616,0.108206552537996,0.0876080539931465,0.000177119047619048,"global"
"43","ABRAXAS1","P1_A2",0.0553994483504301,"HDAC3",0,0,0.0876080539931465,0.000177119047619048,"global"
"44","ABRAXAS1","P1_A2",0.0553994483504301,"late_replicating",0,0,0.0876080539931465,0.000177119047619048,"global"
"45","ABRAXAS1","P1_A2",0.0553994483504301,"LMNB1",0.00617761756349647,0.0267750728186184,0.0876080539931465,0.000177119047619048,"global"
"46","ABRAXAS1","P1_A2",0.0553994483504301,"m5C",0.0270426451478756,0.100254468189931,0.0876080539931465,0.000177119047619048,"global"
"47","ABRAXAS1","P1_A2",0.0553994483504301,"POL2",0,0,0.0876080539931465,0.000177119047619048,"global"
"48","ABRAXAS1","P1_A2",0.0553994483504301,"POL2AS2",4.05839499409362e-05,0.000192690938958422,0.0876080539931465,0.000177119047619048,"global"
"49","ABRAXAS1","P1_A2",0.0553994483504301,"SMC3",0.00332310710632835,0.0190706883404338,0.0876080539931465,0.000177119047619048,"global"
"50","ABRAXAS1","P1_A2",0.0553994483504301,"TTseq",0.000706276261100988,0.00204017456794684,0.0876080539931465,0.000177119047619048,"global"
"51","ACTL6A","P1_A3",0.0743374660863417,"CTCF",0,0,-0.188718683196384,0.000177767716535433,"global"
"52","ACTL6A","P1_A3",0.0743374660863417,"Dam",0,0,-0.188718683196384,0.000177767716535433,"global"
"53","ACTL6A","P1_A3",0.0743374660863417,"DNAse",0,0,-0.188718683196384,0.000177767716535433,"global"
"54","ACTL6A","P1_A3",0.0743374660863417,"EZH2",0,0,-0.188718683196384,0.000177767716535433,"global"
"55","ACTL6A","P1_A3",0.0743374660863417,"H2AFZ",0,0,-0.188718683196384,0.000177767716535433,"global"
"56","ACTL6A","P1_A3",0.0743374660863417,"H3K27ac",0,0,-0.188718683196384,0.000177767716535433,"global"
"57","ACTL6A","P1_A3",0.0743374660863417,"H3K27me3",0,0,-0.188718683196384,0.000177767716535433,"global"
"58","ACTL6A","P1_A3",0.0743374660863417,"H3K36me3",0,0,-0.188718683196384,0.000177767716535433,"global"
"59","ACTL6A","P1_A3",0.0743374660863417,"H3K4me1",0,0,-0.188718683196384,0.000177767716535433,"global"
"60","ACTL6A","P1_A3",0.0743374660863417,"H3K4me2",0,0,-0.188718683196384,0.000177767716535433,"global"
"61","ACTL6A","P1_A3",0.0743374660863417,"H3K4me3",0,0,-0.188718683196384,0.000177767716535433,"global"
"62","ACTL6A","P1_A3",0.0743374660863417,"H3K79me2",0,0,-0.188718683196384,0.000177767716535433,"global"
"63","ACTL6A","P1_A3",0.0743374660863417,"H3K9me2",-0.0332199090311681,-0.16102859520038,-0.188718683196384,0.000177767716535433,"global"
"64","ACTL6A","P1_A3",0.0743374660863417,"H3K9me3",-0.0604233700991741,-0.290152780767562,-0.188718683196384,0.000177767716535433,"global"
"65","ACTL6A","P1_A3",0.0743374660863417,"H4K5acK8ac",0,0,-0.188718683196384,0.000177767716535433,"global"
"66","ACTL6A","P1_A3",0.0743374660863417,"HDAC1",-0.00480370038339837,-0.0273793174328466,-0.188718683196384,0.000177767716535433,"global"
"67","ACTL6A","P1_A3",0.0743374660863417,"HDAC2",0,0,-0.188718683196384,0.000177767716535433,"global"
"68","ACTL6A","P1_A3",0.0743374660863417,"HDAC3",-0.0515440888947781,-0.291530524257416,-0.188718683196384,0.000177767716535433,"global"
"69","ACTL6A","P1_A3",0.0743374660863417,"late_replicating",-0.0269774014344968,-0.117286957136716,-0.188718683196384,0.000177767716535433,"global"
"70","ACTL6A","P1_A3",0.0743374660863417,"LMNB1",-0.0645286897110666,-0.279680693753717,-0.188718683196384,0.000177767716535433,"global"
"71","ACTL6A","P1_A3",0.0743374660863417,"m5C",0,0,-0.188718683196384,0.000177767716535433,"global"
"72","ACTL6A","P1_A3",0.0743374660863417,"POL2",0,0,-0.188718683196384,0.000177767716535433,"global"
"73","ACTL6A","P1_A3",0.0743374660863417,"POL2AS2",0,0,-0.188718683196384,0.000177767716535433,"global"
"74","ACTL6A","P1_A3",0.0743374660863417,"SMC3",0,0,-0.188718683196384,0.000177767716535433,"global"
"75","ACTL6A","P1_A3",0.0743374660863417,"TTseq",0,0,-0.188718683196384,0.000177767716535433,"global"
"76","ACTR5","P1_A4",0.0745524629465593,"CTCF",0,0,-0.0391777502327137,0.254970074812968,NA
"77","ACTR5","P1_A4",0.0745524629465593,"Dam",0,0,-0.0391777502327137,0.254970074812968,NA
"78","ACTR5","P1_A4",0.0745524629465593,"DNAse",0,0,-0.0391777502327137,0.254970074812968,NA
"79","ACTR5","P1_A4",0.0745524629465593,"EZH2",-0.009034636595762,-0.0527108279918546,-0.0391777502327137,0.254970074812968,NA
"80","ACTR5","P1_A4",0.0745524629465593,"H2AFZ",-0.0246895029571451,-0.103402240797492,-0.0391777502327137,0.254970074812968,NA
"81","ACTR5","P1_A4",0.0745524629465593,"H3K27ac",0,0,-0.0391777502327137,0.254970074812968,NA
"82","ACTR5","P1_A4",0.0745524629465593,"H3K27me3",-0.0115252342846889,-0.0593916050209714,-0.0391777502327137,0.254970074812968,NA
"83","ACTR5","P1_A4",0.0745524629465593,"H3K36me3",0,0,-0.0391777502327137,0.254970074812968,NA
"84","ACTR5","P1_A4",0.0745524629465593,"H3K4me1",0,0,-0.0391777502327137,0.254970074812968,NA
"85","ACTR5","P1_A4",0.0745524629465593,"H3K4me2",0,0,-0.0391777502327137,0.254970074812968,NA
"86","ACTR5","P1_A4",0.0745524629465593,"H3K4me3",0,0,-0.0391777502327137,0.254970074812968,NA
"87","ACTR5","P1_A4",0.0745524629465593,"H3K79me2",0,0,-0.0391777502327137,0.254970074812968,NA
"88","ACTR5","P1_A4",0.0745524629465593,"H3K9me2",0,0,-0.0391777502327137,0.254970074812968,NA
"89","ACTR5","P1_A4",0.0745524629465593,"H3K9me3",-0.0157947051573515,-0.0758461107893739,-0.0391777502327137,0.254970074812968,NA
"90","ACTR5","P1_A4",0.0745524629465593,"H4K5acK8ac",0,0,-0.0391777502327137,0.254970074812968,NA
"91","ACTR5","P1_A4",0.0745524629465593,"HDAC1",0,0,-0.0391777502327137,0.254970074812968,NA
"92","ACTR5","P1_A4",0.0745524629465593,"HDAC2",0,0,-0.0391777502327137,0.254970074812968,NA
"93","ACTR5","P1_A4",0.0745524629465593,"HDAC3",-0.00140172988400699,-0.00792810692194126,-0.0391777502327137,0.254970074812968,NA
"94","ACTR5","P1_A4",0.0745524629465593,"late_replicating",-0.0321355590880634,-0.139712564624792,-0.0391777502327137,0.254970074812968,NA
"95","ACTR5","P1_A4",0.0745524629465593,"LMNB1",-0.0294591273094847,-0.127681953564954,-0.0391777502327137,0.254970074812968,NA
"96","ACTR5","P1_A4",0.0745524629465593,"m5C",0,0,-0.0391777502327137,0.254970074812968,NA
"97","ACTR5","P1_A4",0.0745524629465593,"POL2",0,0,-0.0391777502327137,0.254970074812968,NA
"98","ACTR5","P1_A4",0.0745524629465593,"POL2AS2",0,0,-0.0391777502327137,0.254970074812968,NA
"99","ACTR5","P1_A4",0.0745524629465593,"SMC3",0,0,-0.0391777502327137,0.254970074812968,NA
"100","ACTR5","P1_A4",0.0745524629465593,"TTseq",0,0,-0.0391777502327137,0.254970074812968,NA
"101","ACTR8","P1_A5",0.110076738970354,"CTCF",0.00945456407784639,0.0553411850322578,0.0644558152135718,0.018840679245283,NA
"102","ACTR8","P1_A5",0.110076738970354,"Dam",0.018711982781697,0.0893744461458602,0.0644558152135718,0.018840679245283,NA
"103","ACTR8","P1_A5",0.110076738970354,"DNAse",0.0241447710740338,0.114242133368522,0.0644558152135718,0.018840679245283,NA
"104","ACTR8","P1_A5",0.110076738970354,"EZH2",0.00614761151306765,0.0358670423089357,0.0644558152135718,0.018840679245283,NA
"105","ACTR8","P1_A5",0.110076738970354,"H2AFZ",0.0173321261217568,0.0725887711018393,0.0644558152135718,0.018840679245283,NA
"106","ACTR8","P1_A5",0.110076738970354,"H3K27ac",0.0450984166796268,0.17990247183857,0.0644558152135718,0.018840679245283,NA
"107","ACTR8","P1_A5",0.110076738970354,"H3K27me3",0,0,0.0644558152135718,0.018840679245283,NA
"108","ACTR8","P1_A5",0.110076738970354,"H3K36me3",0.0242483307314491,0.104775909020834,0.0644558152135718,0.018840679245283,NA
"109","ACTR8","P1_A5",0.110076738970354,"H3K4me1",0.0341757298009603,0.125127002565722,0.0644558152135718,0.018840679245283,NA
"110","ACTR8","P1_A5",0.110076738970354,"H3K4me2",0.0511910530764353,0.179237538594266,0.0644558152135718,0.018840679245283,NA
"111","ACTR8","P1_A5",0.110076738970354,"H3K4me3",0.0531669629525319,0.210942878185037,0.0644558152135718,0.018840679245283,NA
"112","ACTR8","P1_A5",0.110076738970354,"H3K79me2",0.0610092870192489,0.278766277874674,0.0644558152135718,0.018840679245283,NA
"113","ACTR8","P1_A5",0.110076738970354,"H3K9me2",0,0,0.0644558152135718,0.018840679245283,NA
"114","ACTR8","P1_A5",0.110076738970354,"H3K9me3",0,0,0.0644558152135718,0.018840679245283,NA
"115","ACTR8","P1_A5",0.110076738970354,"H4K5acK8ac",0.0326909737160523,0.162258412879307,0.0644558152135718,0.018840679245283,NA
"116","ACTR8","P1_A5",0.110076738970354,"HDAC1",0,0,0.0644558152135718,0.018840679245283,NA
"117","ACTR8","P1_A5",0.110076738970354,"HDAC2",0.0455192763404151,0.234592563988465,0.0644558152135718,0.018840679245283,NA
"118","ACTR8","P1_A5",0.110076738970354,"HDAC3",0.00375206344480008,0.0212214639265934,0.0644558152135718,0.018840679245283,NA
"119","ACTR8","P1_A5",0.110076738970354,"late_replicating",0,0,0.0644558152135718,0.018840679245283,NA
"120","ACTR8","P1_A5",0.110076738970354,"LMNB1",0,0,0.0644558152135718,0.018840679245283,NA
"121","ACTR8","P1_A5",0.110076738970354,"m5C",0.0261092332408874,0.0967940554298059,0.0644558152135718,0.018840679245283,NA
"122","ACTR8","P1_A5",0.110076738970354,"POL2",0.0278261584240101,0.142893092306355,0.0644558152135718,0.018840679245283,NA
"123","ACTR8","P1_A5",0.110076738970354,"POL2AS2",0.0326789508815846,0.155158325858201,0.0644558152135718,0.018840679245283,NA
"124","ACTR8","P1_A5",0.110076738970354,"SMC3",0.00810564417554971,0.0465167714805178,0.0644558152135718,0.018840679245283,NA
"125","ACTR8","P1_A5",0.110076738970354,"TTseq",0.0343819289119742,0.0993168549284374,0.0644558152135718,0.018840679245283,NA
"126","ALKBH1","P1_A12",0.18188121292212,"CTCF",0,0,0.131234530517039,2.58916853932584e-05,"global"
"127","ALKBH1","P1_A12",0.18188121292212,"Dam",0.0162831000016112,0.0777733210403088,0.131234530517039,2.58916853932584e-05,"global"
"128","ALKBH1","P1_A12",0.18188121292212,"DNAse",0.013095272722114,0.0619609060789896,0.131234530517039,2.58916853932584e-05,"global"
"129","ALKBH1","P1_A12",0.18188121292212,"EZH2",0.0268923689510638,0.156898290157897,0.131234530517039,2.58916853932584e-05,"global"
"130","ALKBH1","P1_A12",0.18188121292212,"H2AFZ",0.014962106279422,0.0626628781886726,0.131234530517039,2.58916853932584e-05,"global"
"131","ALKBH1","P1_A12",0.18188121292212,"H3K27ac",0.029753350987993,0.118689341717812,0.131234530517039,2.58916853932584e-05,"global"
"132","ALKBH1","P1_A12",0.18188121292212,"H3K27me3",0,0,0.131234530517039,2.58916853932584e-05,"global"
"133","ALKBH1","P1_A12",0.18188121292212,"H3K36me3",0.0125880720783552,0.0543924738340376,0.131234530517039,2.58916853932584e-05,"global"
"134","ALKBH1","P1_A12",0.18188121292212,"H3K4me1",0.041175860568667,0.150756459072796,0.131234530517039,2.58916853932584e-05,"global"
"135","ALKBH1","P1_A12",0.18188121292212,"H3K4me2",0.0350564664438571,0.122744784090052,0.131234530517039,2.58916853932584e-05,"global"
"136","ALKBH1","P1_A12",0.18188121292212,"H3K4me3",0.0316574850875912,0.125602830209401,0.131234530517039,2.58916853932584e-05,"global"
"137","ALKBH1","P1_A12",0.18188121292212,"H3K79me2",0.0270178761737068,0.123451250539066,0.131234530517039,2.58916853932584e-05,"global"
"138","ALKBH1","P1_A12",0.18188121292212,"H3K9me2",0,0,0.131234530517039,2.58916853932584e-05,"global"
"139","ALKBH1","P1_A12",0.18188121292212,"H3K9me3",0.000434912997311365,0.00208845046800149,0.131234530517039,2.58916853932584e-05,"global"
"140","ALKBH1","P1_A12",0.18188121292212,"H4K5acK8ac",0.0255720436146145,0.126924307823549,0.131234530517039,2.58916853932584e-05,"global"
"141","ALKBH1","P1_A12",0.18188121292212,"HDAC1",0.0270705024813525,0.154291862803331,0.131234530517039,2.58916853932584e-05,"global"
"142","ALKBH1","P1_A12",0.18188121292212,"HDAC2",0.0541243837436711,0.278940681344927,0.131234530517039,2.58916853932584e-05,"global"
"143","ALKBH1","P1_A12",0.18188121292212,"HDAC3",0.0253486006517487,0.143370287372464,0.131234530517039,2.58916853932584e-05,"global"
"144","ALKBH1","P1_A12",0.18188121292212,"late_replicating",0,0,0.131234530517039,2.58916853932584e-05,"global"
"145","ALKBH1","P1_A12",0.18188121292212,"LMNB1",0,0,0.131234530517039,2.58916853932584e-05,"global"
"146","ALKBH1","P1_A12",0.18188121292212,"m5C",0.0259084608376655,0.0960497373203103,0.131234530517039,2.58916853932584e-05,"global"
"147","ALKBH1","P1_A12",0.18188121292212,"POL2",0.0236076204934339,0.12123002546377,0.131234530517039,2.58916853932584e-05,"global"
"148","ALKBH1","P1_A12",0.18188121292212,"POL2AS2",0.0175415194840099,0.0832864190166444,0.131234530517039,2.58916853932584e-05,"global"
"149","ALKBH1","P1_A12",0.18188121292212,"SMC3",0.00260824067972698,0.0149682040115982,0.131234530517039,2.58916853932584e-05,"global"
"150","ALKBH1","P1_A12",0.18188121292212,"TTseq",0.0263644052660135,0.0761571527817125,0.131234530517039,2.58916853932584e-05,"global"
"151","ALKBH5","P1_A9",0.0432071324422118,"CTCF",-0.0048263428714063,-0.0282504335130018,-0.0162037282149656,0.503939732142857,"CCD"
"152","ALKBH5","P1_A9",0.0432071324422118,"Dam",-0.0155944338902748,-0.0744840302688193,-0.0162037282149656,0.503939732142857,"CCD"
"153","ALKBH5","P1_A9",0.0432071324422118,"DNAse",-0.0196533947898627,-0.0929909727387034,-0.0162037282149656,0.503939732142857,"CCD"
"154","ALKBH5","P1_A9",0.0432071324422118,"EZH2",-0.0124536058526427,-0.0726581383787956,-0.0162037282149656,0.503939732142857,"CCD"
"155","ALKBH5","P1_A9",0.0432071324422118,"H2AFZ",-0.0642892772393442,-0.269250269531067,-0.0162037282149656,0.503939732142857,"CCD"
"156","ALKBH5","P1_A9",0.0432071324422118,"H3K27ac",-0.0205113995136469,-0.0818221956568264,-0.0162037282149656,0.503939732142857,"CCD"
"157","ALKBH5","P1_A9",0.0432071324422118,"H3K27me3",-0.0196262344805393,-0.101137515951905,-0.0162037282149656,0.503939732142857,"CCD"
"158","ALKBH5","P1_A9",0.0432071324422118,"H3K36me3",0,0,-0.0162037282149656,0.503939732142857,"CCD"
"159","ALKBH5","P1_A9",0.0432071324422118,"H3K4me1",-0.0158067822956498,-0.05787309591873,-0.0162037282149656,0.503939732142857,"CCD"
"160","ALKBH5","P1_A9",0.0432071324422118,"H3K4me2",-0.0385248063845107,-0.134888638857851,-0.0162037282149656,0.503939732142857,"CCD"
"161","ALKBH5","P1_A9",0.0432071324422118,"H3K4me3",-0.0191548155930456,-0.075997794643793,-0.0162037282149656,0.503939732142857,"CCD"
"162","ALKBH5","P1_A9",0.0432071324422118,"H3K79me2",0,0,-0.0162037282149656,0.503939732142857,"CCD"
"163","ALKBH5","P1_A9",0.0432071324422118,"H3K9me2",0,0,-0.0162037282149656,0.503939732142857,"CCD"
"164","ALKBH5","P1_A9",0.0432071324422118,"H3K9me3",0,0,-0.0162037282149656,0.503939732142857,"CCD"
"165","ALKBH5","P1_A9",0.0432071324422118,"H4K5acK8ac",-0.0406619895483656,-0.201821761136257,-0.0162037282149656,0.503939732142857,"CCD"
"166","ALKBH5","P1_A9",0.0432071324422118,"HDAC1",0,0,-0.0162037282149656,0.503939732142857,"CCD"
"167","ALKBH5","P1_A9",0.0432071324422118,"HDAC2",0,0,-0.0162037282149656,0.503939732142857,"CCD"
"168","ALKBH5","P1_A9",0.0432071324422118,"HDAC3",0,0,-0.0162037282149656,0.503939732142857,"CCD"
"169","ALKBH5","P1_A9",0.0432071324422118,"late_replicating",-0.014627939100265,-0.0635964316436126,-0.0162037282149656,0.503939732142857,"CCD"
"170","ALKBH5","P1_A9",0.0432071324422118,"LMNB1",-0.0066042500366003,-0.0286241862376234,-0.0162037282149656,0.503939732142857,"CCD"
"171","ALKBH5","P1_A9",0.0432071324422118,"m5C",0,0,-0.0162037282149656,0.503939732142857,"CCD"
"172","ALKBH5","P1_A9",0.0432071324422118,"POL2",0,0,-0.0162037282149656,0.503939732142857,"CCD"
"173","ALKBH5","P1_A9",0.0432071324422118,"POL2AS2",0,0,-0.0162037282149656,0.503939732142857,"CCD"
"174","ALKBH5","P1_A9",0.0432071324422118,"SMC3",-0.00284849812670373,-0.0163469964327141,-0.0162037282149656,0.503939732142857,"CCD"
"175","ALKBH5","P1_A9",0.0432071324422118,"TTseq",0,0,-0.0162037282149656,0.503939732142857,"CCD"
"176","AP5S1","P1_A11",0.0575416189066542,"CTCF",0.0173843850898934,0.101757464861454,0.0511369987210547,0.0328525252525253,NA
"177","AP5S1","P1_A11",0.0575416189066542,"Dam",0,0,0.0511369987210547,0.0328525252525253,NA
"178","AP5S1","P1_A11",0.0575416189066542,"DNAse",0,0,0.0511369987210547,0.0328525252525253,NA
"179","AP5S1","P1_A11",0.0575416189066542,"EZH2",0.0191149972311166,0.111522729269133,0.0511369987210547,0.0328525252525253,NA
"180","AP5S1","P1_A11",0.0575416189066542,"H2AFZ",0,0,0.0511369987210547,0.0328525252525253,NA
"181","AP5S1","P1_A11",0.0575416189066542,"H3K27ac",0,0,0.0511369987210547,0.0328525252525253,NA
"182","AP5S1","P1_A11",0.0575416189066542,"H3K27me3",0.0140271733215466,0.0722845468383025,0.0511369987210547,0.0328525252525253,NA
"183","AP5S1","P1_A11",0.0575416189066542,"H3K36me3",0,0,0.0511369987210547,0.0328525252525253,NA
"184","AP5S1","P1_A11",0.0575416189066542,"H3K4me1",0,0,0.0511369987210547,0.0328525252525253,NA
"185","AP5S1","P1_A11",0.0575416189066542,"H3K4me2",0,0,0.0511369987210547,0.0328525252525253,NA
"186","AP5S1","P1_A11",0.0575416189066542,"H3K4me3",0,0,0.0511369987210547,0.0328525252525253,NA
"187","AP5S1","P1_A11",0.0575416189066542,"H3K79me2",0,0,0.0511369987210547,0.0328525252525253,NA
"188","AP5S1","P1_A11",0.0575416189066542,"H3K9me2",0,0,0.0511369987210547,0.0328525252525253,NA
"189","AP5S1","P1_A11",0.0575416189066542,"H3K9me3",0,0,0.0511369987210547,0.0328525252525253,NA
"190","AP5S1","P1_A11",0.0575416189066542,"H4K5acK8ac",0,0,0.0511369987210547,0.0328525252525253,NA
"191","AP5S1","P1_A11",0.0575416189066542,"HDAC1",0,0,0.0511369987210547,0.0328525252525253,NA
"192","AP5S1","P1_A11",0.0575416189066542,"HDAC2",0,0,0.0511369987210547,0.0328525252525253,NA
"193","AP5S1","P1_A11",0.0575416189066542,"HDAC3",0,0,0.0511369987210547,0.0328525252525253,NA
"194","AP5S1","P1_A11",0.0575416189066542,"late_replicating",0,0,0.0511369987210547,0.0328525252525253,NA
"195","AP5S1","P1_A11",0.0575416189066542,"LMNB1",0,0,0.0511369987210547,0.0328525252525253,NA
"196","AP5S1","P1_A11",0.0575416189066542,"m5C",0,0,0.0511369987210547,0.0328525252525253,NA
"197","AP5S1","P1_A11",0.0575416189066542,"POL2",0,0,0.0511369987210547,0.0328525252525253,NA
"198","AP5S1","P1_A11",0.0575416189066542,"POL2AS2",0,0,0.0511369987210547,0.0328525252525253,NA
"199","AP5S1","P1_A11",0.0575416189066542,"SMC3",0.0172155567452449,0.0987968508960778,0.0511369987210547,0.0328525252525253,NA
"200","AP5S1","P1_A11",0.0575416189066542,"TTseq",0,0,0.0511369987210547,0.0328525252525253,NA
"201","AP5Z1","P1_B1",0.155611372817137,"CTCF",0.0106466883513501,0.0623191450374156,0.0763043327348705,0.000671647058823529,"global"
"202","AP5Z1","P1_B1",0.155611372817137,"Dam",0,0,0.0763043327348705,0.000671647058823529,"global"
"203","AP5Z1","P1_B1",0.155611372817137,"DNAse",0,0,0.0763043327348705,0.000671647058823529,"global"
"204","AP5Z1","P1_B1",0.155611372817137,"EZH2",0,0,0.0763043327348705,0.000671647058823529,"global"
"205","AP5Z1","P1_B1",0.155611372817137,"H2AFZ",0,0,0.0763043327348705,0.000671647058823529,"global"
"206","AP5Z1","P1_B1",0.155611372817137,"H3K27ac",0.00247304569694218,0.0098652473103479,0.0763043327348705,0.000671647058823529,"global"
"207","AP5Z1","P1_B1",0.155611372817137,"H3K27me3",0,0,0.0763043327348705,0.000671647058823529,"global"
"208","AP5Z1","P1_B1",0.155611372817137,"H3K36me3",0.0191377842699662,0.0826934755112725,0.0763043327348705,0.000671647058823529,"global"
"209","AP5Z1","P1_B1",0.155611372817137,"H3K4me1",0.00999381513122873,0.0365901807759339,0.0763043327348705,0.000671647058823529,"global"
"210","AP5Z1","P1_B1",0.155611372817137,"H3K4me2",0,0,0.0763043327348705,0.000671647058823529,"global"
"211","AP5Z1","P1_B1",0.155611372817137,"H3K4me3",0,0,0.0763043327348705,0.000671647058823529,"global"
"212","AP5Z1","P1_B1",0.155611372817137,"H3K79me2",0,0,0.0763043327348705,0.000671647058823529,"global"
"213","AP5Z1","P1_B1",0.155611372817137,"H3K9me2",0.0181906561447778,0.0881765149332118,0.0763043327348705,0.000671647058823529,"global"
"214","AP5Z1","P1_B1",0.155611372817137,"H3K9me3",0.0140063524578905,0.0672584483023244,0.0763043327348705,0.000671647058823529,"global"
"215","AP5Z1","P1_B1",0.155611372817137,"H4K5acK8ac",0,0,0.0763043327348705,0.000671647058823529,"global"
